Depth ice/snow [m],Age model [ka],δD [‰ SMOW],delta T [°C],Sample ID
887.15,53.984,-428.1,-6.67,1614
887.7,54.031,-427.1,-6.5,1615
888.25,54.078,-430,-6.98,1616
888.8,54.125,-422,-5.66,1617
889.35,54.169,-423.8,-5.96,1618
889.9,54.213,-423,-5.83,1619
890.45,54.256,-420.5,-5.42,1620
891,54.301,-430.3,-7.04,1621
891.55,54.347,-429.5,-6.9,1622
892.1,54.396,-429.2,-6.86,1623
892.65,54.445,-432.5,-7.4,1624
893.2,54.495,-432.5,-7.4,1625
893.75,54.544,-428.8,-6.79,1626
894.3,54.594,-433.8,-7.62,1627
894.85,54.645,-435.5,-7.9,1628
895.4,54.697,-432.3,-7.37,1629
895.95,54.748,-432.4,-7.39,1630
896.5,54.797,-423.6,-5.94,1631
897.05,54.843,-427.6,-6.6,1632
897.6,54.89,-428.6,-6.76,1633
898.15,54.937,-424.8,-6.14,1634
898.7,54.982,-422.7,-5.79,1635
899.25,55.027,-429.6,-6.93,1636
899.8,55.074,-428.9,-6.82,1637
900.35,55.122,-424.2,-6.04,1638
900.9,55.168,-430.3,-7.05,1639
901.45,55.216,-429.1,-6.85,1640
902,55.264,-426,-6.34,1641
902.55,55.31,-427.5,-6.59,1642
903.1,55.358,-434.9,-7.81,1643
903.65,55.409,-428.7,-6.79,1644
904.2,55.458,-428.6,-6.77,1645
904.75,55.505,-428.8,-6.81,1646
905.3,55.554,-431.1,-7.19,1647
905.85,55.603,-432.2,-7.37,1648
906.4,55.654,-435.5,-7.91,1649
906.95,55.707,-438,-8.33,1650
907.5,55.761,-431.9,-7.32,1651
908.05,55.813,-432.1,-7.35,1652
908.6,55.864,-436.8,-8.13,1653
909.15,55.918,-438.3,-8.38,1654
909.7,55.971,-428.4,-6.75,1655
910.25,56.023,-440.1,-8.67,1656
910.8,56.076,-432.2,-7.37,1657
911.35,56.128,-431.7,-7.29,1658
911.9,56.178,-427,-6.52,1659
912.45,56.226,-429.2,-6.88,1660
913,56.275,-436.5,-8.08,1661
913.55,56.326,-427.7,-6.63,1662
914.1,56.376,-429.9,-7,1663
914.65,56.424,-430.5,-7.1,1664
915.2,56.474,-431.2,-7.21,1665
915.75,56.523,-427.7,-6.64,1666
916.3,56.571,-426.6,-6.46,1667
916.85,56.618,-433.6,-7.61,1668
917.4,56.669,-427,-6.52,1669
917.95,56.716,-431,-7.18,1670
918.5,56.766,-426,-6.36,1671
919.05,56.812,-424.6,-6.13,1672
919.6,56.858,-427.2,-6.56,1673
920.15,56.903,-419.7,-5.32,1674
920.7,56.948,-428.8,-6.83,1675
921.25,56.994,-425.3,-6.25,1676
921.8,57.041,-426,-6.37,1677
922.35,57.086,-422.1,-5.72,1678
922.9,57.13,-418.9,-5.2,1679
923.45,57.172,-423.7,-5.99,1680
924,57.216,-417.5,-4.97,1681
924.55,57.258,-421.9,-5.7,1682
925.1,57.3,-421.2,-5.58,1683
925.65,57.346,-434.6,-7.79,1684
926.2,57.395,-427.7,-6.66,1685
926.75,57.443,-423.5,-5.97,1686
927.3,57.488,-422.2,-5.75,1687
927.85,57.532,-426.3,-6.43,1688
928.4,57.578,-427.4,-6.61,1689
928.95,57.625,-422.6,-5.83,1690
929.5,57.669,-419,-5.23,1691
930.05,57.713,-429.4,-6.95,1692
930.6,57.76,-430.7,-7.16,1693
931.15,57.809,-428.6,-6.82,1694
931.7,57.857,-425,-6.23,1695
932.25,57.904,-424.8,-6.2,1696
932.8,57.949,-423.4,-5.97,1697
933.35,57.994,-424.2,-6.1,1698
933.9,58.039,-419,-5.25,1699
934.45,58.081,-427,-6.57,1700
935,58.127,-419.2,-5.28,1701
935.55,58.17,-423.4,-5.98,1702
936.1,58.212,-413.9,-4.42,1703
936.65,58.254,-423.7,-6.03,1704
937.2,58.297,-417.6,-5.03,1705
937.75,58.338,-416.9,-4.92,1706
938.3,58.379,-422.6,-5.86,1707
938.85,58.422,-421.4,-5.66,1708
939.4,58.467,-426,-6.42,1709
939.95,58.511,-416.3,-4.83,1710
940.5,58.552,-414.9,-4.6,1711
941.05,58.592,-418.5,-5.19,1712
941.6,58.633,-420,-5.44,1713
942.15,58.676,-421.2,-5.64,1714
942.7,58.718,-416.6,-4.89,1715
943.25,58.76,-422.9,-5.93,1716
943.8,58.803,-422.1,-5.8,1717
944.35,58.847,-423.8,-6.08,1718
944.9,58.892,-422,-5.78,1719
945.45,58.936,-422.7,-5.9,1720
946,58.98,-422.1,-5.8,1721
946.55,59.024,-421.5,-5.71,1722
947.1,59.067,-419.7,-5.41,1723
947.65,59.11,-419.4,-5.36,1724
948.2,59.153,-429.8,-7.08,1725
948.75,59.201,-414.3,-4.53,1726
949.3,59.242,-424.2,-6.16,1727
949.85,59.286,-424.8,-6.26,1728
950.4,59.333,-431.1,-7.3,1729
950.95,59.381,-423.8,-6.1,1730
951.5,59.426,-416,-4.82,1731
952.05,59.469,-424.9,-6.28,1732
952.6,59.514,-426.5,-6.55,1733
953.15,59.56,-424.3,-6.19,1734
953.7,59.606,-422.2,-5.85,1735
954.25,59.65,-430.1,-7.15,1736
954.8,59.7,-428.6,-6.9,1737
955.35,59.747,-419,-5.32,1738
955.9,59.791,-422.5,-5.9,1739
956.45,59.835,-422.6,-5.92,1740
957,59.879,-421.4,-5.72,1741
957.55,59.924,-430.8,-7.27,1742
958.1,59.972,-425.2,-6.35,1743
958.65,60.02,-427.8,-6.78,1744
959.2,60.068,-427.1,-6.67,1745
959.75,60.116,-430.6,-7.25,1746
960.3,60.166,-431.1,-7.33,1747
960.85,60.216,-428.6,-6.92,1748
961.4,60.265,-427,-6.66,1749
961.95,60.313,-432,-7.48,1750
962.5,60.364,-428.9,-6.97,1751
963.05,60.414,-424.5,-6.25,1752
963.6,60.46,-430.6,-7.25,1753
964.15,60.51,-427.4,-6.73,1754
964.7,60.558,-423.4,-6.07,1755
965.25,60.603,-421.7,-5.79,1756
965.8,60.649,-430.4,-7.22,1757
966.35,60.697,-428.5,-6.91,1758
966.9,60.747,-430.5,-7.24,1759
967.45,60.797,-432.2,-7.52,1760
968,60.847,-427.1,-6.68,1761
968.55,60.896,-425.7,-6.45,1762
969.1,60.944,-429.8,-7.13,1763
969.65,60.994,-433.7,-7.77,1764
970.2,61.045,-425.5,-6.43,1765
970.75,61.094,-429.8,-7.13,1766
971.3,61.142,-428.1,-6.86,1767
971.85,61.192,-429.5,-7.09,1768
972.4,61.242,-430.9,-7.32,1769
972.95,61.292,-431.3,-7.39,1770
973.5,61.343,-429,-7.01,1771
974.05,61.394,-435.7,-8.11,1772
974.6,61.447,-432.6,-7.6,1773
975.15,61.499,-428.7,-6.96,1774
975.7,61.55,-431.6,-7.44,1775
976.25,61.601,-433.6,-7.77,1776
976.8,61.654,-432.1,-7.52,1777
977.35,61.706,-430.5,-7.26,1778
977.9,61.757,-432.7,-7.62,1779
978.45,61.809,-433.6,-7.77,1780
979,61.863,-437.2,-8.37,1781
979.55,61.919,-436.3,-8.22,1782
980.1,61.974,-440.7,-8.94,1783
980.65,62.033,-436,-8.17,1784
981.2,62.089,-434.6,-7.94,1785
981.75,62.144,-435.3,-8.05,1786
982.3,62.198,-436.1,-8.19,1787
982.85,62.254,-438.6,-8.6,1788
983.4,62.312,-440.2,-8.86,1789
983.95,62.371,-438.4,-8.57,1790
984.5,62.428,-430.4,-7.25,1791
985.05,62.48,-440.5,-8.91,1792
985.6,62.539,-440.4,-8.89,1793
986.15,62.598,-440.1,-8.85,1794
986.7,62.657,-438.2,-8.53,1795
987.25,62.715,-436.4,-8.24,1796
987.8,62.771,-442.1,-9.17,1797
988.35,62.832,-443.9,-9.47,1798
988.9,62.894,-438.6,-8.6,1799
989.45,62.953,-437.5,-8.41,1800
990,63.012,-448.3,-10.19,1801
990.55,63.079,-442.7,-9.27,1802
991.1,63.141,-442.4,-9.22,1803
991.65,63.203,-443.6,-9.41,1804
992.2,63.265,-440.8,-8.95,1805
992.75,63.326,-442.9,-9.3,1806
993.3,63.388,-441.4,-9.05,1807
993.85,63.448,-440.1,-8.83,1808
994.4,63.508,-438,-8.49,1809
994.95,63.564,-427,-6.68,1810
995.5,63.615,-427.9,-6.82,1811
996.05,63.666,-437.1,-8.34,1812
996.6,63.72,-426.7,-6.63,1813
997.15,63.771,-440.3,-8.87,1814
997.7,63.829,-434.3,-7.88,1815
998.25,63.884,-434.2,-7.86,1816
998.8,63.938,-429.7,-7.12,1817
999.35,63.989,-431.7,-7.45,1818
999.9,64.042,-438.3,-8.53,1819
1000.45,64.1,-441.6,-9.08,1820
1001,64.16,-437.4,-8.38,1821
1001.55,64.218,-439.8,-8.78,1822
1002.1,64.278,-443.1,-9.32,1823
1002.65,64.34,-439.4,-8.71,1824
1003.2,64.399,-436.6,-8.24,1825
1003.75,64.457,-440.1,-8.82,1826
1004.3,64.516,-441.9,-9.11,1827
1004.85,64.577,-437.6,-8.4,1828
1005.4,64.635,-442.7,-9.24,1829
1005.95,64.697,-437,-8.3,1830
1006.5,64.756,-443.3,-9.34,1831
1007.05,64.817,-441.3,-9.01,1832
1007.6,64.879,-440.2,-8.82,1833
1008.15,64.939,-440.6,-8.89,1834
1008.7,64.998,-433.5,-7.72,1835
1009.25,65.054,-433.5,-7.72,1836
1009.8,65.111,-446,-9.77,1837
1010.35,65.173,-437.4,-8.36,1838
1010.9,65.232,-441.5,-9.03,1839
1011.45,65.293,-439.3,-8.67,1840
1012,65.353,-442.2,-9.14,1841
1012.55,65.415,-443.9,-9.42,1842
1013.1,65.479,-440.1,-8.79,1843
1013.65,65.539,-444.8,-9.56,1844
1014.2,65.603,-438.1,-8.46,1845
1014.75,65.663,-441.4,-9,1846
1015.3,65.724,-443.6,-9.36,1847
1015.85,65.788,-445,-9.59,1848
1016.4,65.852,-440.1,-8.78,1849
1016.95,65.914,-443.2,-9.29,1850
1017.5,65.977,-445,-9.58,1851
1018.05,66.042,-444.4,-9.48,1852
1018.6,66.106,-442.5,-9.17,1853
1019.15,66.17,-446.4,-9.81,1854
1019.7,66.236,-442.7,-9.2,1855
1020.25,66.299,-442.2,-9.11,1856
1020.8,66.362,-440.5,-8.83,1857
1021.35,66.423,-441.8,-9.04,1858
1021.9,66.485,-434.6,-7.85,1859
1022.45,66.541,-445.9,-9.71,1860
1023,66.606,-439.6,-8.67,1861
1023.55,66.667,-438.3,-8.46,1862
1024.1,66.727,-442.9,-9.21,1863
1024.65,66.79,-443,-9.23,1864
1025.2,66.853,-438.6,-8.5,1865
1025.75,66.913,-441.7,-9.01,1866
1026.3,66.976,-445.4,-9.61,1867
1026.85,67.041,-440.6,-8.82,1868
1027.4,67.103,-444.1,-9.39,1869
1027.95,67.167,-443.3,-9.26,1870
1028.5,67.231,-444.4,-9.44,1871
1029.05,67.296,-440.9,-8.86,1872
1029.6,67.358,-441.2,-8.9,1873
1030.15,67.421,-444.2,-9.4,1874
1030.7,67.485,-440.5,-8.78,1875
1031.25,67.546,-434.6,-7.81,1876
1031.8,67.604,-442.5,-9.11,1877
1032.35,67.666,-442.6,-9.12,1878
1032.9,67.729,-443.8,-9.32,1879
1033.45,67.793,-430.5,-7.12,1880
1034,67.848,-441.1,-8.87,1881
1034.55,67.908,-439.5,-8.6,1882
1035.1,67.969,-437.5,-8.27,1883
1035.65,68.029,-442.3,-9.06,1884
1036.2,68.091,-445.8,-9.63,1885
1036.75,68.158,-445.1,-9.51,1886
1037.3,68.224,-443.9,-9.31,1887
1037.85,68.289,-434.7,-7.79,1888
1038.4,68.346,-436.2,-8.04,1889
1038.95,68.403,-435.5,-7.92,1890
1039.5,68.46,-433.5,-7.59,1891
1040.05,68.517,-436.9,-8.15,1892
1040.6,68.574,-434.6,-7.77,1893
1041.15,68.631,-439.7,-8.6,1894
1041.7,68.692,-436.9,-8.14,1895
1042.25,68.751,-444.7,-9.42,1896
1042.8,68.816,-441.9,-8.96,1897
1043.35,68.879,-441.7,-8.92,1898
1043.9,68.943,-446.5,-9.71,1899
1044.45,69.009,-441.3,-8.85,1900
1045,69.074,-446.3,-9.67,1901
1045.55,69.141,-440.7,-8.75,1902
1046.1,69.204,-443.6,-9.22,1903
1046.65,69.268,-442.2,-8.99,1904
1047.2,69.332,-441.6,-8.89,1905
1047.75,69.394,-431.7,-7.26,1906
1048.3,69.45,-439.2,-8.49,1907
1048.85,69.511,-441.1,-8.8,1908
1049.4,69.573,-438.3,-8.34,1909
1049.95,69.632,-429.6,-6.91,1910
1050.5,69.686,-433.7,-7.58,1911
1051.05,69.741,-431.8,-7.27,1912
1051.6,69.796,-435.9,-7.94,1913
1052.15,69.854,-436.7,-8.07,1914
1052.7,69.913,-433.2,-7.49,1915
1053.25,69.969,-434.4,-7.69,1916
1053.8,70.025,-432.3,-7.34,1917
1054.35,70.081,-434.6,-7.72,1918
1054.9,70.137,-429,-6.79,1919
1055.45,70.19,-428.2,-6.66,1920
1056,70.241,-433.6,-7.55,1921
1056.55,70.296,-425.9,-6.28,1922
1057.1,70.347,-428.4,-6.69,1923
1057.65,70.399,-427.9,-6.61,1924
1058.2,70.45,-426.7,-6.41,1925
1058.75,70.5,-419.4,-5.2,1926
1059.3,70.546,-424.5,-6.04,1927
1059.85,70.594,-421.9,-5.61,1928
1060.4,70.641,-422,-5.63,1929
1060.95,70.688,-418.5,-5.05,1930
1061.5,70.733,-421.2,-5.5,1931
1062.05,70.779,-421.4,-5.53,1932
1062.6,70.826,-424.1,-5.98,1933
1063.15,70.873,-420.7,-5.41,1934
1063.7,70.922,-434.7,-7.72,1935
1064.25,70.976,-432,-7.27,1936
1064.8,71.03,-419.7,-5.25,1937
1065.35,71.078,-430.9,-7.09,1938
1065.9,71.13,-426.8,-6.41,1939
1066.45,71.182,-425.6,-6.21,1940
1067,71.231,-424.4,-6.01,1941
1067.55,71.28,-424.6,-6.04,1942
1068.1,71.33,-430.7,-7.05,1943
1068.65,71.383,-431.6,-7.19,1944
1069.2,71.438,-429.1,-6.78,1945
1069.75,71.491,-429.7,-6.88,1946
1070.3,71.544,-423.5,-5.85,1947
1070.85,71.592,-428.7,-6.71,1948
1071.4,71.645,-429.5,-6.84,1949
1071.95,71.697,-428.4,-6.65,1950
1072.5,71.75,-430.5,-7,1951
1073.05,71.804,-429.9,-6.9,1952
1073.6,71.857,-428.1,-6.6,1953
1074.15,71.91,-431.1,-7.09,1954
1074.7,71.964,-432.3,-7.28,1955
1075.25,72.019,-430.2,-6.94,1956
1075.8,72.074,-437,-8.05,1957
1076.35,72.132,-430.9,-7.05,1958
1076.9,72.187,-434.2,-7.59,1959
1077.45,72.244,-432.5,-7.3,1960
1078,72.301,-438.2,-8.24,1961
1078.55,72.363,-442.2,-8.89,1962
1079.1,72.426,-436.2,-7.9,1963
1079.65,72.486,-437.7,-8.14,1964
1080.2,72.547,-438.8,-8.32,1965
1080.75,72.608,-438,-8.19,1966
1081.3,72.669,-434.8,-7.66,1967
1081.85,72.727,-434.5,-7.6,1968
1082.4,72.785,-434.7,-7.63,1969
1082.95,72.843,-433.4,-7.42,1970
1083.5,72.899,-431.9,-7.17,1971
1084.05,72.956,-434.9,-7.66,1972
1084.6,73.012,-428.4,-6.58,1973
1085.15,73.066,-430.3,-6.89,1974
1085.7,73.119,-428,-6.51,1975
1086.25,73.172,-427.6,-6.45,1976
1086.8,73.225,-434.3,-7.55,1977
1087.35,73.281,-425.9,-6.16,1978
1087.9,73.333,-431.6,-7.1,1979
1088.45,73.387,-427.7,-6.45,1980
1089,73.44,-433.4,-7.39,1981
1089.55,73.495,-422.1,-5.53,1982
1090.1,73.545,-430.5,-6.91,1983
1090.65,73.598,-426.4,-6.23,1984
1091.2,73.65,-426.4,-6.23,1985
1091.75,73.701,-425.7,-6.11,1986
1092.3,73.752,-428.8,-6.62,1987
1092.85,73.804,-425.3,-6.04,1988
1093.4,73.854,-424.9,-5.97,1989
1093.95,73.903,-414.2,-4.21,1990
1094.5,73.947,-421.4,-5.39,1991
1095.05,73.994,-422.2,-5.52,1992
1095.6,74.042,-422.4,-5.56,1993
1096.15,74.09,-418,-4.83,1994
1096.7,74.135,-423.3,-5.7,1995
1097.25,74.183,-416.1,-4.51,1996
1097.8,74.228,-419.4,-5.06,1997
1098.35,74.274,-424.3,-5.86,1998
1098.9,74.322,-418.6,-4.92,1999
1099.45,74.368,-420,-5.15,2000
1100,74.414,-418.9,-4.97,2001
1100.55,74.459,-415.9,-4.47,2002
1101.1,74.503,-410.1,-3.52,2003
1101.65,74.543,-416.9,-4.64,2004
1102.2,74.587,-413.5,-4.08,2005
1102.75,74.63,-415.7,-4.44,2006
1103.3,74.674,-422.7,-5.59,2007
1103.85,74.721,-420.9,-5.29,2008
1104.4,74.768,-420.7,-5.26,2009
1104.95,74.816,-423.5,-5.72,2010
1105.5,74.864,-421.2,-5.34,2011
1106.05,74.913,-425.9,-6.11,2012
1106.6,74.962,-420.3,-5.19,2013
1107.15,75.011,-429.3,-6.67,2014
1107.7,75.063,-426.6,-6.22,2015
1108.25,75.114,-424.4,-5.86,2016
1108.8,75.165,-424.2,-5.82,2017
1109.35,75.215,-425.2,-5.98,2018
1109.9,75.265,-425.9,-6.1,2019
1110.45,75.316,-425.3,-5.99,2020
1111,75.368,-429.1,-6.62,2021
1111.55,75.421,-429.4,-6.67,2022
1112.1,75.474,-426.7,-6.22,2023
1112.65,75.527,-431.2,-6.96,2024
1113.2,75.582,-428.6,-6.52,2025
1113.75,75.636,-434,-7.41,2026
1114.3,75.693,-430.2,-6.78,2027
1114.85,75.749,-435.2,-7.6,2028
1115.4,75.808,-437.3,-7.94,2029
1115.95,75.868,-434.2,-7.43,2030
1116.5,75.926,-430.2,-6.77,2031
1117.05,75.982,-431.6,-6.99,2032
1117.6,76.038,-427.9,-6.38,2033
1118.15,76.091,-427.5,-6.31,2034
1118.7,76.144,-434.8,-7.51,2035
1119.25,76.202,-431.2,-6.91,2036
1119.8,76.258,-430.2,-6.75,2037
1120.35,76.312,-426.3,-6.1,2038
1120.9,76.365,-427.4,-6.28,2039
1121.45,76.419,-438.4,-8.09,2040
1122,76.478,-425.7,-5.99,2041
1122.55,76.531,-431.7,-6.98,2042
1123.1,76.587,-426.4,-6.1,2043
1123.65,76.639,-428.1,-6.38,2044
1124.2,76.692,-433,-7.18,2045
1124.75,76.749,-431.6,-6.95,2046
1125.3,76.806,-429.8,-6.65,2047
1125.85,76.861,-431.3,-6.89,2048
1126.4,76.916,-427.2,-6.21,2049
1126.95,76.969,-426.3,-6.06,2050
1127.5,77.021,-426.1,-6.03,2051
1128.05,77.073,-426.7,-6.12,2052
1128.6,77.125,-430.7,-6.78,2053
1129.15,77.179,-420.9,-5.16,2054
1129.7,77.229,-428.3,-6.38,2055
1130.25,77.281,-424.6,-5.77,2056
1130.8,77.332,-424,-5.66,2057
1131.35,77.382,-427.9,-6.31,2058
1131.9,77.435,-432.6,-7.08,2059
1132.45,77.492,-428.7,-6.43,2060
1133,77.546,-428.9,-6.46,2061
1133.55,77.601,-432.4,-7.04,2062
1134.1,77.658,-432.5,-7.05,2063
1134.65,77.715,-431.1,-6.81,2064
1135.2,77.77,-428.5,-6.38,2065
1135.75,77.825,-430.4,-6.69,2066
1136.3,77.88,-428.9,-6.44,2067
1136.85,77.935,-429.9,-6.6,2068
1137.4,77.989,-425.9,-5.94,2069
1137.95,78.041,-427.5,-6.2,2070
1138.5,78.094,-430.1,-6.63,2071
1139.05,78.149,-424.4,-5.69,2072
1139.6,78.2,-424.8,-5.75,2073
1140.15,78.252,-434.8,-7.4,2074
1140.7,78.31,-430.2,-6.64,2075
1141.25,78.364,-421.8,-5.25,2076
1141.8,78.415,-424,-5.61,2077
1142.35,78.465,-427.1,-6.12,2078
1142.9,78.518,-427.2,-6.13,2079
1143.45,78.57,-422.4,-5.34,2080
1144,78.62,-424.4,-5.67,2081
1144.55,78.67,-423.1,-5.45,2082
1145.1,78.719,-419.9,-4.92,2083
1145.65,78.767,-421,-5.1,2084
1146.2,78.817,-428.4,-6.32,2085
1146.75,78.868,-422.9,-5.41,2086
1147.3,78.919,-424.3,-5.64,2087
1147.85,78.969,-424.5,-5.67,2088
1148.4,79.022,-433.5,-7.15,2089
1148.95,79.076,-420.6,-5.02,2090
1149.5,79.127,-426.9,-6.06,2091
1150.05,79.178,-421.3,-5.13,2092
1150.6,79.228,-428.2,-6.27,2093
1151.15,79.28,-417.1,-4.44,2094
1151.7,79.327,-419.8,-4.88,2095
1152.25,79.374,-419.1,-4.76,2096
1152.8,79.421,-424.1,-5.59,2097
1153.35,79.47,-420.3,-4.96,2098
1153.9,79.52,-428.4,-6.29,2099
1154.45,79.571,-418.8,-4.71,2100
1155,79.621,-426.6,-5.99,2101
1155.55,79.67,-416.1,-4.26,2102
1156.1,79.716,-414.9,-4.06,2103
1156.65,79.762,-424.1,-5.57,2104
1157.2,79.81,-421.4,-5.13,2105
1157.75,79.86,-423.3,-5.44,2106
1158.3,79.91,-425.3,-5.77,2107
1158.85,79.961,-423.4,-5.45,2108
1159.4,80.011,-419.8,-4.86,2109
1159.95,80.059,-420.2,-4.92,2110
1160.5,80.107,-420.1,-4.9,2111
1161.05,80.153,-413.4,-3.8,2112
1161.6,80.198,-426.5,-5.96,2113
1162.15,80.249,-418.4,-4.62,2114
1162.7,80.297,-423.1,-5.39,2115
1163.25,80.346,-416.9,-4.37,2116
1163.8,80.392,-420.2,-4.91,2117
1164.35,80.44,-422.3,-5.26,2118
1164.9,80.489,-420.8,-5.01,2119
1165.45,80.537,-421,-5.04,2120
1166,80.586,-419.9,-4.86,2121
1166.55,80.633,-417,-4.38,2122
1167.1,80.679,-418.7,-4.66,2123
1167.65,80.726,-421.6,-5.14,2124
1168.2,80.774,-417.7,-4.49,2125
1168.75,80.821,-418.9,-4.69,2126
1169.3,80.869,-423.9,-5.52,2127
1169.85,80.918,-419.2,-4.74,2128
1170.4,80.966,-423.8,-5.5,2129
1170.95,81.016,-422.5,-5.28,2130
1171.5,81.065,-419.1,-4.72,2131
1172.05,81.114,-423.8,-5.49,2132
1172.6,81.164,-424.6,-5.63,2133
1173.15,81.215,-421.1,-5.05,2134
1173.7,81.264,-418.7,-4.65,2135
1174.25,81.31,-414.2,-3.91,2136
1174.8,81.355,-416.9,-4.35,2137
1175.35,81.401,-422.4,-5.26,2138
1175.9,81.45,-422.1,-5.21,2139
1176.45,81.499,-417,-4.37,2140
1177,81.545,-417,-4.37,2141
1177.55,81.591,-417,-4.37,2142
1178.1,81.637,-419.6,-4.8,2143
1178.65,81.683,-406.6,-2.65,2144
1179.2,81.725,-415.6,-4.14,2145
1179.75,81.767,-411,-3.38,2146
1180.3,81.81,-416,-4.21,2147
1180.85,81.855,-415.2,-4.07,2148
1181.4,81.899,-414.3,-3.93,2149
1181.95,81.943,-421,-5.03,2150
1182.5,81.992,-416.3,-4.26,2151
1183.05,82.037,-418.3,-4.59,2152
1183.6,82.084,-413,-3.71,2153
1184.15,82.128,-419.2,-4.74,2154
1184.7,82.174,-413.8,-3.85,2155
1185.25,82.218,-414.2,-3.91,2156
1185.8,82.261,-408.5,-2.97,2157
1186.35,82.303,-409.4,-3.12,2158
1186.9,82.343,-412.5,-3.63,2159
1187.45,82.386,-408.4,-2.96,2160
1188,82.427,-412.2,-3.59,2161
1188.55,82.469,-413.9,-3.87,2162
1189.1,82.512,-408.9,-3.04,2163
1189.65,82.554,-417.1,-4.4,2164
1190.2,82.599,-412.2,-3.59,2165
1190.75,82.642,-402.6,-2.01,2166
1191.3,82.68,-413.4,-3.79,2167
1191.85,82.721,-412.1,-3.58,2168
1192.4,82.763,-407.2,-2.77,2169
1192.95,82.804,-411.5,-3.48,2170
1193.5,82.846,-413.1,-3.74,2171
1194.05,82.889,-413,-3.73,2172
1194.6,82.932,-409.4,-3.14,2173
1195.15,82.974,-414.3,-3.95,2174
1195.7,83.016,-405.5,-2.49,2175
1196.25,83.057,-411.7,-3.52,2176
1196.8,83.098,-405.4,-2.48,2177
1197.35,83.137,-406.4,-2.65,2178
1197.9,83.176,-407.1,-2.76,2179
1198.45,83.216,-407.5,-2.83,2180
1199,83.255,-405.3,-2.47,2181
1199.55,83.294,-404.3,-2.3,2182
1200.1,83.333,-412.6,-3.68,2183
1200.65,83.375,-411,-3.41,2184
1201.2,83.417,-411.9,-3.56,2185
1201.75,83.46,-414.8,-4.04,2186
1202.3,83.503,-407.5,-2.84,2187
1202.85,83.545,-415.1,-4.09,2188
1203.4,83.589,-412.3,-3.63,2189
1203.95,83.632,-410.7,-3.37,2190
1204.5,83.675,-412.8,-3.71,2191
1205.05,83.716,-405.8,-2.56,2192
1205.6,83.756,-405.5,-2.51,2193
1206.15,83.796,-418.7,-4.69,2194
1206.7,83.843,-410.8,-3.39,2195
1207.25,83.885,-414.1,-3.93,2196
1207.8,83.929,-411.1,-3.44,2197
1208.35,83.97,-404.9,-2.41,2198
1208.9,84.012,-415,-4.08,2199
1209.45,84.054,-410.6,-3.36,2200
1210,84.097,-415.5,-4.17,2201
1210.55,84.142,-410.1,-3.28,2202
1211.1,84.184,-419.9,-4.89,2203
1211.65,84.231,-413.3,-3.81,2204
1212.2,84.276,-416,-4.25,2205
1212.75,84.322,-417.2,-4.45,2206
1213.3,84.367,-411.2,-3.46,2207
1213.85,84.411,-411.9,-3.58,2208
1214.4,84.455,-416.3,-4.3,2209
1214.95,84.5,-413.5,-3.84,2210
1215.5,84.544,-414.9,-4.07,2211
1216.05,84.589,-412,-3.59,2212
1216.6,84.632,-410.2,-3.3,2213
1217.15,84.674,-413.7,-3.88,2214
1217.7,84.719,-416.4,-4.32,2215
1218.25,84.765,-420.5,-5,2216
1218.8,84.813,-415.9,-4.24,2217
1219.35,84.858,-409.9,-3.25,2218
1219.9,84.903,-422.6,-5.35,2219
1220.45,84.951,-418.2,-4.62,2220
1221,84.999,-416.4,-4.32,2221
1221.55,85.046,-418.3,-4.64,2222
1222.1,85.093,-419.7,-4.87,2223
1222.65,85.142,-416,-4.26,2224
1223.2,85.188,-406.2,-2.64,2225
1223.75,85.229,-419.5,-4.84,2226
1224.3,85.276,-418.5,-4.67,2227
1224.85,85.324,-417.4,-4.49,2228
1225.4,85.371,-418.3,-4.64,2229
1225.95,85.419,-421.9,-5.23,2230
1226.5,85.468,-414.4,-4,2231
1227.05,85.515,-420.8,-5.05,2232
1227.6,85.564,-420.3,-4.97,2233
1228.15,85.613,-420.4,-4.99,2234
1228.7,85.662,-417.4,-4.49,2235
1229.25,85.71,-419,-4.76,2236
1229.8,85.759,-423.1,-5.43,2237
1230.35,85.81,-422.5,-5.33,2238
1230.9,85.861,-422.1,-5.27,2239
1231.45,85.911,-422,-5.25,2240
1232,85.962,-417.9,-4.57,2241
1232.55,86.01,-419.1,-4.77,2242
1233.1,86.059,-420.6,-5.02,2243
1233.65,86.108,-416.8,-4.39,2244
1234.2,86.157,-425.7,-5.86,2245
1234.75,86.208,-421.9,-5.23,2246
1235.3,86.26,-422.3,-5.3,2247
1235.85,86.311,-422.5,-5.33,2248
1236.4,86.362,-420.4,-4.98,2249
1236.95,86.413,-425.4,-5.81,2250
1237.5,86.466,-424.6,-5.68,2251
1238.05,86.519,-426.5,-5.99,2252
1238.6,86.574,-428.1,-6.25,2253
1239.15,86.63,-428.5,-6.32,2254
1239.7,86.686,-419,-4.75,2255
1240.25,86.735,-427.1,-6.09,2256
1240.8,86.79,-425.3,-5.79,2257
1241.35,86.844,-427,-6.07,2258
1241.9,86.899,-422.5,-5.32,2259
1242.45,86.952,-429.8,-6.53,2260
1243,87.008,-424.6,-5.67,2261
1243.55,87.063,-430.3,-6.61,2262
1244.1,87.121,-433.7,-7.17,2263
1244.65,87.182,-436.3,-7.6,2264
1245.2,87.246,-435.9,-7.53,2265
