Depth ice/snow [m],Age model [ka],δD [‰ SMOW],delta T [°C],Sample ID
2020.7,186.984,-428.2,-6.63,3675
2021.25,187.099,-428.2,-6.63,3676
2021.8,187.214,-421.6,-5.54,3677
2022.35,187.32,-422.1,-5.62,3678
2022.9,187.425,-423.4,-5.83,3679
2023.45,187.532,-418.9,-5.09,3680
2024,187.633,-418.5,-5.02,3681
2024.55,187.732,-414.6,-4.38,3682
2025.1,187.826,-411.6,-3.89,3683
2025.65,187.916,-414.2,-4.32,3684
2026.2,188.009,-412.4,-4.03,3685
2026.75,188.102,-422.5,-5.69,3686
2027.3,188.207,-422.5,-5.69,3687
2027.85,188.314,-422.2,-5.64,3688
2028.4,188.422,-421.8,-5.57,3689
2028.95,188.528,-427.9,-6.58,3690
2029.5,188.644,-425.1,-6.12,3691
2030.05,188.757,-425.6,-6.2,3692
2030.6,188.872,-428.2,-6.62,3693
2031.15,188.989,-421.1,-5.45,3694
2031.7,189.095,-425.1,-6.11,3695
2032.25,189.207,-425.1,-6.11,3696
2032.8,189.32,-428.9,-6.73,3697
2033.35,189.439,-428.9,-6.73,3698
2033.9,189.558,-426.1,-6.27,3699
2034.45,189.674,-427.6,-6.51,3700
2035,189.791,-428.5,-6.66,3701
2035.55,189.911,-433.2,-7.43,3702
2036.1,190.039,-426.4,-6.31,3703
2036.65,190.155,-428.9,-6.71,3704
2037.2,190.276,-430.8,-7.02,3705
2037.75,190.4,-436.7,-7.99,3706
2038.3,190.536,-436.9,-8.01,3707
2038.85,190.672,-431.3,-7.08,3708
2039.4,190.799,-437.3,-8.06,3709
2039.95,190.936,-430.7,-6.97,3710
2040.5,191.061,-432,-7.18,3711
2041.05,191.188,-432.6,-7.27,3712
2041.6,191.316,-429.4,-6.74,3713
2042.15,191.44,-430.5,-6.91,3714
2042.7,191.564,-426.7,-6.28,3715
2043.25,191.682,-430.7,-6.93,3716
2043.8,191.806,-421.9,-5.48,3717
2044.35,191.917,-423.5,-5.74,3718
2044.9,192.026,-417.5,-4.75,3719
2045.45,192.127,-418.7,-4.94,3720
2046,192.231,-417.1,-4.67,3721
2046.55,192.332,-417.7,-4.77,3722
2047.1,192.435,-428.3,-6.51,3723
2047.65,192.556,-425,-5.96,3724
2048.2,192.672,-429.2,-6.64,3725
2048.75,192.795,-426.4,-6.17,3726
2049.3,192.913,-425.5,-6.02,3727
2049.85,193.029,-422,-5.43,3728
2050.4,193.14,-429,-6.58,3729
2050.95,193.264,-434.5,-7.47,3730
2051.5,193.396,-429.3,-6.6,3731
2052.05,193.521,-430.3,-6.75,3732
2052.6,193.646,-430.7,-6.81,3733
2053.15,193.77,-431.9,-6.99,3734
2053.7,193.897,-427.3,-6.22,3735
2054.25,194.019,-433.7,-7.26,3736
2054.8,194.149,-425.8,-5.95,3737
2055.35,194.269,-431,-6.79,3738
2055.9,194.395,-427.5,-6.2,3739
2056.45,194.515,-427.6,-6.21,3740
2057,194.636,-426.3,-5.98,3741
2057.55,194.754,-424.5,-5.67,3742
2058.1,194.87,-430,-6.57,3743
2058.65,194.994,-422.6,-5.34,3744
2059.2,195.105,-419.9,-4.88,3745
2059.75,195.213,-422.8,-5.35,3746
2060.3,195.324,-421.1,-5.06,3747
2060.85,195.434,-421.1,-5.05,3748
2061.4,195.545,-423,-5.35,3749
2061.95,195.642,-417.7,-4.47,3750
2062.5,195.743,-421.9,-5.15,3751
2063.05,195.853,-420.5,-4.91,3752
2063.6,195.961,-420.7,-4.93,3753
2064.15,196.068,-413.9,-3.8,3754
2064.7,196.168,-421,-4.96,3755
2065.25,196.275,-418.6,-4.56,3756
2065.8,196.378,-420.7,-4.9,3757
2066.35,196.483,-417.7,-4.39,3758
2066.9,196.579,-420.3,-4.81,3759
2067.45,196.686,-419,-4.59,3760
2068,196.792,-416.7,-4.2,3761
2068.55,196.893,-415.3,-3.96,3762
2069.1,196.993,-414.8,-3.87,3763
2069.65,197.092,-413.7,-3.68,3764
2070.2,197.189,-410.9,-3.2,3765
2070.75,197.282,-412.3,-3.43,3766
2071.3,197.377,-413.2,-3.57,3767
2071.85,197.474,-413.3,-3.57,3768
2072.4,197.569,-409.9,-3,3769
2072.95,197.656,-408.5,-2.76,3770
2073.5,197.745,-410.6,-3.1,3771
2074.05,197.838,-409.5,-2.92,3772
2074.6,197.929,-409.2,-2.86,3773
2075.15,198.019,-408.1,-2.67,3774
2075.7,198.108,-405,-2.16,3775
2076.25,198.193,-407.7,-2.6,3776
2076.8,198.282,-413.9,-3.61,3777
2077.35,198.376,-407.7,-2.58,3778
2077.9,198.465,-408.7,-2.74,3779
2078.45,198.554,-402.5,-1.71,3780
2079,198.636,-403.1,-1.81,3781
2079.55,198.715,-406,-2.29,3782
2080.1,198.8,-409.5,-2.86,3783
2080.65,198.891,-407.4,-2.51,3784
2081.2,198.979,-405.5,-2.19,3785
2081.75,199.065,-405.9,-2.25,3786
2082.3,199.151,-406.7,-2.38,3787
2082.85,199.238,-404.7,-2.04,3788
2083.4,199.323,-407.2,-2.46,3789
2083.95,199.41,-405.5,-2.17,3790
2084.5,199.497,-406.2,-2.28,3791
2085.05,199.583,-408.4,-2.64,3792
2085.6,199.673,-408.7,-2.68,3793
2086.15,199.762,-400.8,-1.37,3794
2086.7,199.843,-403,-1.73,3795
2087.25,199.926,-404.2,-1.93,3796
2087.8,200.01,-406.4,-2.29,3797
2088.35,200.096,-402.5,-1.65,3798
2088.9,200.179,-408,-2.55,3799
2089.45,200.268,-408.5,-2.63,3800
2090,200.358,-407.3,-2.43,3801
2090.55,200.448,-407.5,-2.47,3802
2091.1,200.537,-407.2,-2.41,3803
2091.65,200.624,-403.1,-1.73,3804
2092.2,200.708,-406,-2.21,3805
2092.75,200.795,-405.5,-2.13,3806
2093.3,200.881,-406.3,-2.26,3807
2093.85,200.969,-406.5,-2.29,3808
2094.4,201.056,-401.2,-1.42,3809
2094.95,201.138,-411.8,-3.17,3810
2095.5,201.233,-407.8,-2.51,3811
2096.05,201.324,-405.4,-2.1,3812
2096.6,201.409,-403.4,-1.78,3813
2097.15,201.493,-402.8,-1.68,3814
2097.7,201.577,-407.7,-2.5,3815
2098.25,201.667,-410.4,-2.94,3816
2098.8,201.76,-410.4,-2.94,3817
2099.35,201.854,-412.1,-3.22,3818
2099.9,201.95,-410.3,-2.92,3819
2100.45,202.045,-416.1,-3.88,3820
2101,202.147,-415,-3.7,3821
2101.55,202.249,-415,-3.69,3822
2102.1,202.35,-412.3,-3.24,3823
2102.65,202.447,-415,-3.69,3824
2103.2,202.549,-418.9,-4.33,3825
2103.75,202.656,-417.8,-4.14,3826
2104.3,202.762,-414.4,-3.58,3827
2104.85,202.864,-421,-4.67,3828
2105.4,202.975,-422.6,-4.93,3829
2105.95,203.089,-421.3,-4.71,3830
2106.5,203.201,-418.4,-4.22,3831
2107.05,203.31,-424,-5.14,3832
2107.6,203.426,-417.8,-4.11,3833
2108.15,203.534,-421.6,-4.74,3834
2108.7,203.647,-422.1,-4.82,3835
2109.25,203.761,-420.1,-4.48,3836
2109.8,203.871,-418.5,-4.21,3837
2110.35,203.98,-422.8,-4.92,3838
2110.9,204.097,-422,-4.78,3839
2111.45,204.211,-417.9,-4.09,3840
2112,204.319,-419.4,-4.34,3841
2112.55,204.428,-417.5,-4.02,3842
2113.1,204.537,-413.4,-3.34,3843
2113.65,204.637,-417,-3.93,3844
2114.2,204.743,-420.7,-4.54,3845
2114.75,204.854,-417.3,-3.97,3846
2115.3,204.961,-413.3,-3.31,3847
2115.85,205.061,-414.1,-3.43,3848
2116.4,205.164,-413.6,-3.35,3849
2116.95,205.264,-413.9,-3.4,3850
2117.5,205.365,-413.9,-3.4,3851
2118.05,205.465,-409.5,-2.67,3852
2118.6,205.562,-416.9,-3.89,3853
2119.15,205.665,-411.5,-3,3854
2119.7,205.764,-411.6,-3.02,3855
2120.25,205.862,-414,-3.41,3856
2120.8,205.963,-414.7,-3.53,3857
2121.35,206.065,-413.3,-3.29,3858
2121.9,206.166,-413,-3.24,3859
2122.45,206.266,-411.6,-3.01,3860
2123,206.364,-409.1,-2.6,3861
2123.55,206.458,-406.8,-2.22,3862
2124.1,206.552,-411.9,-3.06,3863
2124.65,206.649,-412.9,-3.23,3864
2125.2,206.749,-410,-2.75,3865
2125.75,206.845,-416.2,-3.77,3866
2126.3,206.949,-411.4,-2.98,3867
2126.85,207.048,-410.9,-2.89,3868
2127.4,207.144,-411.2,-2.94,3869
2127.95,207.242,-412,-3.08,3870
2128.5,207.341,-413.2,-3.27,3871
2129.05,207.441,-410.1,-2.76,3872
2129.6,207.537,-411.4,-2.98,3873
2130.15,207.634,-408.3,-2.46,3874
2130.7,207.724,-407.8,-2.39,3875
2131.25,207.815,-407.2,-2.29,3876
2131.8,207.908,-410.7,-2.87,3877
2132.35,208.004,-407.6,-2.35,3878
2132.9,208.097,-407.9,-2.41,3879
2133.45,208.19,-406.5,-2.19,3880
2134,208.281,-409.1,-2.62,3881
2134.55,208.376,-409,-2.61,3882
2135.1,208.471,-409.8,-2.74,3883
2135.65,208.566,-405,-1.95,3884
2136.2,208.655,-403.4,-1.69,3885
2136.75,208.743,-406.7,-2.24,3886
2137.3,208.834,-407.5,-2.38,3887
2137.85,208.926,-403,-1.64,3888
2138.4,209.013,-403.2,-1.67,3889
2138.95,209.1,-407.1,-2.32,3890
2139.5,209.192,-403.9,-1.8,3891
2140.05,209.28,-408.3,-2.53,3892
2140.6,209.374,-406.2,-2.19,3893
2141.15,209.464,-401.4,-1.4,3894
2141.7,209.55,-407.4,-2.39,3895
2142.25,209.642,-401.7,-1.46,3896
2142.8,209.728,-406.4,-2.24,3897
2143.35,209.818,-401,-1.35,3898
2143.9,209.904,-403.5,-1.77,3899
2144.45,209.991,-401.8,-1.49,3900
2145,210.076,-403.9,-1.84,3901
2145.55,210.157,-394.2,-0.24,3902
2146.1,210.234,-401.1,-1.39,3903
2146.65,210.319,-402,-1.55,3904
2147.2,210.404,-400.3,-1.27,3905
2147.75,210.488,-400.4,-1.29,3906
2148.3,210.572,-405.9,-2.21,3907
2148.85,210.658,-403.4,-1.8,3908
2149.4,210.746,-407.2,-2.43,3909
2149.95,210.838,-404.6,-2.01,3910
2150.5,210.927,-399.2,-1.12,3911
2151.05,211.01,-399.1,-1.11,3912
2151.6,211.092,-403,-1.76,3913
2152.15,211.18,-406.4,-2.33,3914
2152.7,211.27,-398.8,-1.07,3915
2153.25,211.354,-400.7,-1.39,3916
2153.8,211.438,-404.7,-2.06,3917
2154.35,211.527,-404.6,-2.05,3918
2154.9,211.616,-407.2,-2.48,3919
2155.45,211.701,-404.3,-2.01,3920
2156,211.786,-406.3,-2.34,3921
2156.55,211.878,-404.4,-2.03,3922
2157.1,211.967,-402.6,-1.74,3923
2157.65,212.055,-404.2,-2.01,3924
2158.2,212.143,-401.1,-1.5,3925
2158.75,212.229,-408.6,-2.75,3926
2159.3,212.324,-404.9,-2.14,3927
2159.85,212.415,-407.8,-2.62,3928
2160.4,212.509,-407.6,-2.59,3929
2160.95,212.603,-405.6,-2.27,3930
2161.5,212.692,-402.8,-1.81,3931
2162.05,212.779,-403.9,-1.99,3932
2162.6,212.868,-403.9,-2,3933
2163.15,212.957,-405.7,-2.3,3934
2163.7,213.048,-403.2,-1.89,3935
2164.25,213.136,-401.3,-1.58,3936
2164.8,213.223,-406.1,-2.38,3937
2165.35,213.314,-403.5,-1.96,3938
2165.9,213.403,-403.3,-1.93,3939
2166.45,213.491,-408.2,-2.75,3940
2167,213.583,-407.9,-2.7,3941
2167.55,213.678,-409.8,-3.02,3942
2168.1,213.775,-403.5,-1.98,3943
2168.65,213.864,-400,-1.41,3944
2169.2,213.949,-402.1,-1.76,3945
2169.75,214.036,-407.6,-2.67,3946
2170.3,214.127,-406.5,-2.5,3947
2170.85,214.219,-402.6,-1.86,3948
2171.4,214.308,-407,-2.59,3949
2171.95,214.401,-403.9,-2.09,3950
2172.5,214.491,-402.2,-1.81,3951
2173.05,214.58,-403.2,-1.98,3952
2173.6,214.667,-402.8,-1.92,3953
2174.15,214.756,-402.2,-1.83,3954
2174.7,214.843,-399.5,-1.39,3955
2175.25,214.924,-404.6,-2.25,3956
2175.8,215.011,-397,-1,3957
2176.35,215.093,-399.4,-1.39,3958
2176.9,215.176,-398,-1.17,3959
2177.45,215.258,-401.6,-1.77,3960
2178,215.342,-400.8,-1.64,3961
2178.55,215.428,-401,-1.7,3962
2179.1,215.514,-399.6,-1.46,3963
2179.65,215.599,-404.3,-2.25,3964
2180.2,215.687,-402.8,-2.01,3965
2180.75,215.776,-405.8,-2.51,3966
2181.3,215.866,-404,-2.22,3967
2181.85,215.956,-405,-2.39,3968
2182.4,216.049,-405.6,-2.5,3969
2182.95,216.142,-408,-2.9,3970
2183.5,216.238,-409.7,-3.19,3971
2184.05,216.338,-407.4,-2.82,3972
2184.6,216.434,-407.8,-2.89,3973
2185.15,216.531,-407.1,-2.78,3974
2185.7,216.627,-408.1,-2.95,3975
2186.25,216.725,-412.7,-3.72,3976
2186.8,216.828,-412.7,-3.72,3977
2187.35,216.93,-414.6,-4.04,3978
2187.9,217.038,-415,-4.11,3979
2188.45,217.147,-414.3,-4,3980
2189,217.255,-417,-4.45,3981
2189.55,217.367,-414.2,-4,3982
2190.1,217.475,-411.2,-3.5,3983
2190.65,217.58,-419.4,-4.87,3984
2191.2,217.696,-418.8,-4.77,3985
2191.75,217.812,-418.1,-4.66,3986
2192.3,217.927,-415.5,-4.23,3987
2192.85,218.038,-422.5,-5.39,3988
2193.4,218.163,-425.4,-5.88,3989
2193.95,218.292,-420.1,-5,3990
2194.5,218.412,-421.6,-5.25,3991
2195.05,218.534,-422.8,-5.45,3992
2195.6,218.66,-421,-5.16,3993
2196.15,218.782,-421.4,-5.23,3994
2196.7,218.904,-418.8,-4.8,3995
2197.25,219.022,-419.8,-4.96,3996
2197.8,219.14,-425.3,-5.88,3997
2198.35,219.27,-423,-5.51,3998
2198.9,219.394,-420.4,-5.08,3999
2199.45,219.515,-421.6,-5.29,4000
2200,219.637,-426.6,-6.11,4001
2200.55,219.771,-425.8,-5.98,4002
2201.1,219.904,-426.4,-6.08,4003
2201.65,220.04,-424,-5.69,4004
2202.2,220.17,-427.9,-6.34,4005
2202.75,220.306,-427.9,-6.34,4006
2203.3,220.444,-431.2,-6.89,4007
2203.85,220.589,-428.9,-6.52,4008
2204.4,220.73,-431.3,-6.92,4009
2204.95,220.875,-430.2,-6.74,4010
2205.5,221.019,-431.5,-6.96,4011
2206.05,221.166,-434.6,-7.47,4012
2206.6,221.319,-431.9,-7.03,4013
2207.15,221.469,-442.4,-8.77,4014
2207.7,221.639,-438.7,-8.16,4015
2208.25,221.809,-434,-7.38,4016
2208.8,221.963,-431.7,-7.01,4017
2209.35,222.113,-435,-7.57,4018
2209.9,222.276,-438.1,-8.08,4019
2210.45,222.441,-438.8,-8.2,4020
2211,222.609,-438.5,-8.16,4021
2211.55,222.777,-437.9,-8.07,4022
2212.1,222.947,-441.8,-8.72,4023
2212.65,223.119,-438.3,-8.15,4024
2213.2,223.287,-441.6,-8.7,4025
2213.75,223.46,-437.3,-7.99,4026
2214.3,223.627,-441.5,-8.69,4027
2214.85,223.804,-440.7,-8.57,4028
2215.4,223.977,-441.2,-8.65,4029
2215.95,224.155,-437.7,-8.08,4030
2216.5,224.325,-440.6,-8.56,4031
2217.05,224.501,-437.6,-8.07,4032
2217.6,224.669,-437,-7.98,4033
2218.15,224.838,-437.2,-8.01,4034
2218.7,225.003,-433.8,-7.46,4035
2219.25,225.165,-435.6,-7.76,4036
2219.8,225.331,-436.8,-7.96,4037
2220.35,225.499,-428.1,-6.52,4038
2220.9,225.649,-428.8,-6.64,4039
2221.45,225.799,-427.1,-6.36,4040
2222,225.944,-425,-6.02,4041
2222.55,226.085,-420,-5.19,4042
2223.1,226.215,-416.1,-4.55,4043
2223.65,226.342,-425.7,-6.13,4044
2224.2,226.489,-423.4,-5.75,4045
2224.75,226.628,-428.1,-6.53,4046
2225.3,226.774,-426.4,-6.24,4047
2225.85,226.918,-423.6,-5.78,4048
2226.4,227.06,-427.9,-6.48,4049
2226.95,227.211,-427.6,-6.43,4050
2227.5,227.363,-433.3,-7.36,4051
2228.05,227.526,-434.6,-7.57,4052
2228.6,227.692,-435.9,-7.77,4053
2229.15,227.862,-432.6,-7.21,4054
2229.7,228.026,-436.4,-7.83,4055
2230.25,228.199,-439.4,-8.31,4056
2230.8,228.38,-438.7,-8.18,4057
2231.35,228.56,-439.7,-8.33,4058
2231.9,228.743,-438.7,-8.15,4059
2232.45,228.923,-438.6,-8.12,4060
2233,229.102,-435,-7.51,4061
2233.55,229.272,-433.4,-7.23,4062
2234.1,229.438,-425.2,-5.87,4063
2234.65,229.585,-427.7,-6.27,4064
2235.2,229.736,-419.4,-4.89,4065
2235.75,229.872,-431.8,-6.92,4066
2236.3,230.032,-429.4,-6.51,4067
2236.85,230.189,-429.6,-6.53,4068
2237.4,230.347,-436.7,-7.69,4069
2237.95,230.522,-437,-7.72,4070
2238.5,230.698,-436.3,-7.59,4071
2239.05,230.872,-434.7,-7.32,4072
2239.6,231.047,-435.7,-7.46,4073
2240.15,231.22,-433.6,-7.1,4074
2240.7,231.388,-432.3,-6.87,4075
2241.25,231.552,-431.2,-6.67,4076
2241.8,231.714,-430.5,-6.54,4077
2242.35,231.874,-427.3,-6,4078
2242.9,232.026,-427.2,-5.97,4079
2243.45,232.182,-424.3,-5.48,4080
2244,232.328,-428.5,-6.16,4081
2244.55,232.483,-427.7,-6.01,4082
2245.1,232.636,-428.2,-6.07,4083
2245.65,232.791,-428.4,-6.09,4084
2246.2,232.945,-426.6,-5.78,4085
2246.75,233.097,-428.2,-6.03,4086
2247.3,233.251,-426,-5.65,4087
2247.85,233.401,-427.1,-5.81,4088
2248.4,233.551,-420.9,-4.76,4089
2248.95,233.691,-423,-5.1,4090
2249.5,233.831,-422.1,-4.94,4091
2250.05,233.971,-420.5,-4.66,4092
2250.6,234.109,-421.4,-4.79,4093
2251.15,234.247,-422.3,-4.92,4094
2251.7,234.388,-422,-4.85,4095
2252.25,234.528,-422.4,-4.89,4096
2252.8,234.668,-420.3,-4.53,4097
2253.35,234.805,-420.9,-4.61,4098
2253.9,234.942,-413.7,-3.4,4099
2254.45,235.065,-416.7,-3.88,4100
2255,235.193,-414,-3.42,4101
2255.55,235.316,-414.1,-3.43,4102
2256.1,235.439,-414.7,-3.51,4103
2256.65,235.563,-413.2,-3.25,4104
2257.2,235.685,-417.5,-3.95,4105
2257.75,235.814,-415.5,-3.6,4106
2258.3,235.94,-413.8,-3.31,4107
2258.85,236.061,-410.4,-2.73,4108
2259.4,236.178,-406.5,-2.08,4109
2259.95,236.29,-412.9,-3.13,4110
2260.5,236.409,-409.8,-2.61,4111
2261.05,236.525,-411.3,-2.85,4112
2261.6,236.642,-406.9,-2.11,4113
2262.15,236.752,-411.3,-2.83,4114
2262.7,236.868,-408.8,-2.41,4115
2263.25,236.981,-411.2,-2.8,4116
2263.8,237.098,-412.8,-3.07,4117
2264.35,237.217,-408.7,-2.39,4118
2264.9,237.332,-409,-2.43,4119
2265.45,237.445,-407.2,-2.13,4120
2266,237.556,-411.8,-2.89,4121
2266.55,237.673,-410.9,-2.74,4122
2267.1,237.79,-410,-2.59,4123
2267.65,237.904,-406.4,-1.99,4124
2268.2,238.013,-406.5,-2.01,4125
2268.75,238.122,-409.2,-2.45,4126
2269.3,238.235,-412,-2.91,4127
2269.85,238.352,-407,-2.09,4128
2270.4,238.463,-408.5,-2.33,4129
2270.95,238.574,-405.6,-1.86,4130
2271.5,238.685,-409.5,-2.5,4131
2272.05,238.789,-403.9,-1.58,4132
2272.6,238.896,-405.1,-1.78,4133
2273.15,239,-404.3,-1.65,4134
2273.7,239.111,-408.9,-2.41,4135
2274.25,239.225,-408.7,-2.38,4136
2274.8,239.328,-402.8,-1.41,4137
2275.35,239.439,-408.7,-2.39,4138
2275.9,239.553,-410.1,-2.62,4139
2276.45,239.663,-407.9,-2.26,4140
2277,239.769,-405.5,-1.87,4141
2277.55,239.866,-397.6,-0.57,4142
2278.1,239.961,-400.9,-1.12,4143
2278.65,240.061,-403.7,-1.59,4144
2279.2,240.163,-400,-0.99,4145
2279.75,240.262,-400,-1,4146
2280.3,240.36,-398.3,-0.72,4147
2280.85,240.457,-400.3,-1.06,4148
2281.4,240.555,-401.2,-1.22,4149
2281.95,240.655,-398.7,-0.81,4150
2282.5,240.752,-395.3,-0.26,4151
2283.05,240.844,-396.8,-0.52,4152
2283.6,240.937,-397,-0.56,4153
2284.15,241.031,-393.6,-0.01,4154
2284.7,241.12,-391.7,0.29,4155
2285.25,241.207,-391.1,0.38,4156
2285.8,241.293,-391,0.38,4157
2286.35,241.378,-387,1.03,4158
2286.9,241.461,-392.6,0.09,4159
2287.45,241.547,-386,1.17,4160
2288,241.628,-389.9,0.51,4161
2288.55,241.711,-382.5,1.72,4162
2289.1,241.787,-377.9,2.46,4163
2289.65,241.858,-377.2,2.56,4164
2290.2,241.928,-379.3,2.2,4165
2290.75,241.999,-380.5,1.98,4166
2291.3,242.072,-375.9,2.73,4167
2291.85,242.141,-380.4,1.96,4168
2292.4,242.214,-378.8,2.21,4169
2292.95,242.286,-375.7,2.71,4170
2293.5,242.355,-378,2.31,4171
2294.05,242.425,-377.2,2.42,4172
2294.6,242.496,-379.3,2.06,4173
2295.15,242.568,-380.5,1.84,4174
2295.7,242.642,-380,1.91,4175
2296.25,242.715,-380,1.89,4176
2296.8,242.789,-384.8,1.08,4177
2297.35,242.867,-377.9,2.2,4178
2297.9,242.94,-380.2,1.81,4179
2298.45,243.014,-381.5,1.57,4180
2299,243.09,-384,1.14,4181
2299.55,243.169,-386.3,0.74,4182
2300.1,243.25,-386.9,0.63,4183
2300.65,243.333,-388.4,0.36,4184
2301.2,243.414,-384.4,1.01,4185
2301.75,243.495,-384.4,0.99,4186
2302.3,243.574,-383.1,1.19,4187
2302.85,243.653,-384.9,0.87,4188
2303.4,243.735,-388.8,0.21,4189
2303.95,243.821,-390.7,-0.12,4190
2304.5,243.909,-391.1,-0.21,4191
2305.05,243.999,-391.9,-0.36,4192
2305.6,244.089,-397.2,-1.25,4193
2306.15,244.187,-399.6,-1.66,4194
2306.7,244.289,-403.5,-2.32,4195
2307.25,244.398,-402.2,-2.13,4196
2307.8,244.505,-400.3,-1.83,4197
2308.35,244.609,-403.7,-2.41,4198
2308.9,244.718,-403.7,-2.42,4199
2309.45,244.828,-407.4,-3.05,4200
2310,244.944,-406,-2.83,4201
2310.55,245.059,-408.2,-3.21,4202
2311.1,245.177,-409.6,-3.45,4203
2311.65,245.298,-409.4,-3.43,4204
2312.2,245.42,-415.7,-4.49,4205
2312.75,245.552,-411.3,-3.77,4206
2313.3,245.677,-413.9,-4.22,4207
2313.85,245.808,-419,-5.07,4208
2314.4,245.948,-415,-4.42,4209
2314.95,246.082,-419.8,-5.22,4210
2315.5,246.225,-422.5,-5.68,4211
2316.05,246.375,-423.9,-5.92,4212
2316.6,246.528,-426.8,-6.4,4213
2317.15,246.688,-433.8,-7.56,4214
2317.7,246.862,-430,-6.94,4215
2318.25,247.031,-429.1,-6.8,4216
2318.8,247.198,-431.6,-7.22,4217
2319.35,247.366,-424.2,-6.01,4218
2319.9,247.522,-421.2,-5.52,4219
2320.45,247.677,-424,-5.99,4220
2321,247.832,-427.5,-6.58,4221
2321.55,247.992,-422,-5.67,4222
2322.1,248.142,-421.9,-5.66,4223
2322.65,248.293,-421.5,-5.6,4224
2323.2,248.443,-425.6,-6.29,4225
2323.75,248.602,-422.9,-5.85,4226
2324.3,248.755,-423.6,-5.97,4227
2324.85,248.911,-427.7,-6.65,4228
2325.4,249.075,-425.3,-6.26,4229
2325.95,249.235,-425.6,-6.32,4230
2326.5,249.396,-429.4,-6.95,4231
2327.05,249.566,-429.1,-6.91,4232
2327.6,249.736,-432.2,-7.43,4233
2328.15,249.915,-431.5,-7.32,4234
2328.7,250.092,-435.2,-7.93,4235
2329.25,250.278,-431.3,-7.29,4236
2329.8,250.456,-434.1,-7.76,4237
2330.35,250.637,-434.3,-7.8,4238
2330.9,250.822,-432.4,-7.49,4239
2331.45,251.002,-432.2,-7.46,4240
2332,251.182,-432.1,-7.45,4241
2332.55,251.358,-430.7,-7.23,4242
2333.1,251.534,-432.6,-7.54,4243
2333.65,251.719,-437.2,-8.29,4244
2334.2,251.915,-438.8,-8.57,4245
2334.75,252.115,-437.1,-8.28,4246
2335.3,252.31,-436.1,-8.12,4247
2335.85,252.503,-437.4,-8.33,4248
2336.4,252.699,-433,-7.6,4249
2336.95,252.883,-437.4,-8.33,4250
2337.5,253.079,-434.8,-7.89,4251
2338.05,253.269,-438.4,-8.48,4252
2338.6,253.468,-437.8,-8.38,4253
2339.15,253.665,-433.6,-7.68,4254
2339.7,253.852,-432.8,-7.55,4255
2340.25,254.035,-432.4,-7.48,4256
2340.8,254.217,-430.5,-7.17,4257
2341.35,254.395,-435.5,-7.99,4258
2341.9,254.586,-436.8,-8.2,4259
2342.45,254.781,-434.2,-7.77,4260
2343,254.969,-432.4,-7.47,4261
2343.55,255.152,-434.7,-7.85,4262
2344.1,255.341,-434.9,-7.88,4263
2344.65,255.531,-433.9,-7.72,4264
2345.2,255.719,-441.2,-8.92,4265
2345.75,255.917,-435.6,-7.99,4266
2346.3,256.11,-433.9,-7.71,4267
2346.85,256.298,-433.8,-7.69,4268
2347.4,256.48,-430.3,-7.12,4269
2347.95,256.658,-429.5,-6.99,4270
2348.5,256.833,-433.7,-7.68,4271
2349.05,257.02,-430.5,-7.16,4272
2349.6,257.199,-429.1,-6.93,4273
2350.15,257.375,-436.4,-8.13,4274
2350.7,257.568,-431.3,-7.29,4275
2351.25,257.75,-429.4,-6.98,4276
2351.8,257.926,-430.5,-7.17,4277
2352.35,258.105,-428.4,-6.82,4278
2352.9,258.278,-427,-6.59,4279
2353.45,258.448,-423.5,-6.02,4280
2354,258.61,-427.6,-6.7,4281
2354.55,258.781,-432,-7.43,4282
2355.1,258.965,-430.6,-7.2,4283
2355.65,259.145,-432.5,-7.51,4284
2356.2,259.331,-437.8,-8.38,4285
2356.75,259.532,-431.6,-7.36,4286
2357.3,259.716,-431,-7.27,4287
2357.85,259.898,-431.5,-7.35,4288
2358.4,260.085,-435.4,-7.99,4289
2358.95,260.281,-438,-8.42,4290
2359.5,260.483,-435.2,-7.96,4291
2360.05,260.679,-435.8,-8.06,4292
2360.6,260.874,-427.4,-6.68,4293
2361.15,261.049,-431.1,-7.29,4294
2361.7,261.231,-429.4,-7.01,4295
2362.25,261.411,-432.1,-7.46,4296
2362.8,261.597,-435.1,-7.95,4297
2363.35,261.792,-437.5,-8.35,4298
2363.9,261.995,-434.6,-7.87,4299
2364.45,262.19,-431.8,-7.41,4300
2365,262.376,-432.5,-7.53,4301
2365.55,262.565,-434.5,-7.86,4302
2366.1,262.758,-429.3,-7,4303
2366.65,262.939,-434.8,-7.91,4304
2367.2,263.134,-429.5,-7.04,4305
2367.75,263.315,-424.4,-6.2,4306
2368.3,263.483,-424.1,-6.16,4307
2368.85,263.649,-424.1,-6.17,4308
2369.4,263.817,-428.5,-6.9,4309
2369.95,263.994,-426.3,-6.54,4310
2370.5,264.168,-428,-6.83,4311
2371.05,264.345,-430.9,-7.31,4312
2371.6,264.531,-428.9,-6.98,4313
2372.15,264.712,-427.3,-6.72,4314
2372.7,264.889,-431.3,-7.39,4315
2373.25,265.077,-431.7,-7.45,4316
2373.8,265.266,-432.1,-7.52,4317
2374.35,265.457,-430.4,-7.24,4318
2374.9,265.643,-432.2,-7.54,4319
2375.45,265.834,-433.5,-7.76,4320
2376,266.036,-433.8,-7.81,4321
